Id,does-bruise-or-bleed,habitat,season,cap-diameter,stem-height,stem-width,class
50360,t,d,u,10.8,6.87,22.65,1
51081,f,d,a,8.78,9.57,28.22,1
41243,f,d,u,6.17,5.51,6.49,1
56963,f,d,a,10.51,5.43,19.77,0
41609,f,d,w,12.75,11.26,19.65,1
15337,f,d,a,8.29,4.7,23.19,0
51253,f,d,u,3.85,5.97,11.76,0
57264,f,d,s,1.32,3.92,1.49,1
15271,f,d,w,8.14,6.96,24.52,0
39288,t,d,u,4.1,6.02,11.35,1
28473,t,l,u,15.2,4.94,23.07,1
52953,f,g,u,8.86,6.54,12.34,0
45109,f,d,a,3.9,5.9,4.63,1
8391,f,d,u,3.89,8.8,4.28,1
45839,f,d,s,1.06,3.59,1.75,0
46296,f,d,u,4.65,6.73,4.21,0
47645,f,g,u,3.0,9.69,2.45,1
47721,f,g,u,3.94,8.54,6.22,1
11666,t,h,u,0.73,5.02,0.85,0
30838,t,d,u,9.62,5.14,12.28,1
2645,f,d,a,5.32,11.93,12.69,0
7185,f,g,u,2.18,2.37,7.17,1
24133,f,d,u,7.08,8.18,17.5,0
54177,f,d,u,4.96,3.23,6.3,1
54578,f,d,u,5.11,5.8,16.92,0
41322,f,d,u,10.85,12.16,23.48,1
457,f,d,a,6.87,7.31,14.17,1
14464,f,d,a,5.68,6.36,5.86,0
47379,f,g,a,3.11,8.0,2.46,1
32833,f,g,u,2.04,4.38,2.8,1
20183,f,g,a,6.23,5.16,13.27,0
38948,f,d,a,4.04,4.74,5.36,1
21414,f,d,w,3.91,6.1,7.15,0
7688,f,d,u,5.34,7.25,5.41,1
38513,t,d,a,9.49,10.27,19.96,1
55903,f,d,u,7.82,3.85,20.75,0
417,f,d,a,8.25,7.05,14.58,1
14247,f,d,w,6.98,6.92,6.71,0
28654,t,d,u,3.94,4.62,6.95,1
58407,f,d,u,54.1,8.79,42.3,0
48836,t,d,u,11.54,9.56,22.86,0
35106,f,d,s,3.46,7.54,8.87,0
17304,f,m,s,9.48,7.38,30.23,0
1755,f,d,a,10.96,10.98,15.31,1
59508,f,p,u,3.37,5.66,28.65,1
27153,t,d,a,10.95,6.57,24.82,0
38988,f,d,a,3.12,3.2,3.67,1
36371,f,d,s,4.29,7.88,7.21,1
40940,f,d,u,3.12,4.6,5.67,1
30711,t,d,u,8.04,4.62,12.66,1
2117,f,d,u,6.71,5.78,12.1,0
13106,f,g,a,0.74,4.73,1.0,1
44102,f,g,w,7.33,12.8,11.44,0
45371,f,d,u,3.0,5.99,2.47,0
47101,f,g,a,1.49,4.89,2.44,1
37858,f,g,u,0.82,3.45,2.44,1
55415,f,l,w,5.75,7.83,47.96,0
53086,f,g,u,9.74,8.49,13.68,0
34893,f,g,u,2.32,7.02,3.33,1
15881,t,d,a,6.83,5.67,16.79,1
47063,f,g,u,1.31,4.68,2.37,1
55715,f,d,a,11.68,2.5,15.13,0
30647,t,d,a,11.77,6.32,18.09,0
58257,f,d,s,46.58,8.77,47.71,0
3407,t,g,u,15.03,10.33,18.77,0
56623,f,d,u,3.33,0.0,0.0,1
46220,f,d,s,1.59,5.7,2.64,0
52280,f,d,u,7.09,6.91,14.98,0
53272,f,g,u,6.9,5.77,12.51,0
7888,f,d,u,3.4,5.48,3.41,1
7237,f,g,a,2.6,2.87,7.22,1
20515,f,g,w,3.37,5.04,6.87,0
47581,f,g,a,2.58,8.69,2.42,1
55719,f,d,w,11.9,2.29,12.38,0
7506,f,l,a,4.36,5.39,4.63,1
32756,f,g,a,3.09,3.81,2.62,1
2708,f,d,u,6.28,13.06,12.78,0
43552,t,l,a,10.46,9.06,16.52,0
11305,f,d,a,1.49,5.13,1.54,0
22008,f,d,u,4.26,2.84,8.22,0
21042,f,m,u,2.69,5.15,5.33,1
13995,f,d,a,6.96,10.33,6.51,1
57336,f,d,u,1.7,5.28,1.59,1
24747,f,d,u,6.24,2.97,11.06,0
48028,f,d,a,7.65,8.01,7.33,1
5378,f,d,w,8.69,6.88,22.04,0
39223,t,g,s,5.73,6.64,11.07,1
14185,f,d,a,5.88,5.15,4.25,0
41025,f,d,a,5.37,5.29,6.46,1
2501,f,d,u,5.66,13.51,12.99,0
44366,f,d,u,5.72,10.37,12.32,1
60275,f,d,u,11.76,3.13,24.62,1
32120,f,g,u,3.58,4.41,3.08,1
26295,f,d,a,11.7,7.93,23.49,0
33479,f,d,a,14.97,7.41,17.2,1
28082,t,d,a,7.32,4.41,12.24,1
44205,f,d,a,6.2,11.97,13.42,1
48335,f,d,u,7.4,7.89,7.81,1
6218,f,d,w,6.53,5.99,10.77,1
14602,f,d,s,2.99,5.98,5.37,0
8296,f,l,u,4.16,8.35,4.24,1
54778,f,d,a,3.61,6.26,6.76,0
58232,f,d,w,3.6,0.0,0.0,1
14156,f,d,a,7.06,6.21,4.37,0
10402,f,d,a,4.4,5.79,3.43,0
18477,f,d,a,11.59,9.91,24.78,1
55738,f,d,w,11.62,2.6,16.72,0
33111,f,g,u,1.94,4.5,2.49,1
47284,f,g,u,1.61,4.84,2.4,1
52206,t,d,a,8.15,12.68,25.74,0
30867,t,d,a,8.76,4.12,12.42,1
30423,t,d,u,9.82,5.03,16.79,0
39966,f,d,u,2.84,3.99,3.7,1
53925,f,d,a,13.86,5.23,29.06,1
255,f,d,u,14.27,17.35,16.87,1
38005,f,g,a,0.84,2.65,2.35,1
31354,f,d,a,9.6,6.56,9.5,0
24209,f,d,u,6.94,8.3,19.02,0
31842,f,g,a,3.6,4.34,3.02,1
56022,f,d,u,8.65,4.71,25.32,0
31901,f,g,u,4.24,4.55,3.27,1
54218,f,d,a,5.74,3.65,6.22,1
56502,f,d,a,4.0,0.0,0.0,1
20964,f,m,a,2.93,4.72,6.24,1
8103,f,d,a,3.53,5.0,3.26,1
15114,f,d,u,9.93,8.13,14.29,0
19604,f,h,a,2.69,2.83,5.57,1
27031,t,d,u,10.45,6.74,25.2,0
15451,f,d,a,9.38,5.87,25.08,0
35407,f,d,u,10.93,13.53,13.48,1
20899,f,g,a,2.36,4.29,4.76,1
48313,f,g,a,6.15,7.01,7.57,1
34381,f,g,a,2.03,6.96,2.8,1
11043,f,d,u,2.43,6.54,2.48,1
2692,f,d,a,6.17,12.34,12.95,0
54713,f,d,u,7.28,4.63,14.26,0
24010,f,d,u,6.15,4.47,12.17,0
13598,f,h,u,1.28,1.99,2.35,1
59438,f,p,a,4.28,6.01,31.94,1
58711,f,d,a,18.55,4.85,35.24,1
58526,f,d,u,41.91,4.37,31.12,0
6892,f,l,u,4.18,5.93,7.09,0
14201,f,d,u,6.02,6.61,5.58,0
9177,f,h,u,7.58,9.29,9.88,1
16460,f,d,u,5.2,4.77,7.53,0
25232,f,d,a,12.83,5.72,20.09,0
36073,f,d,s,6.07,6.23,7.6,0
23058,f,d,a,10.98,11.4,32.75,1
53378,t,h,a,12.12,5.8,14.09,1
57991,f,d,u,3.52,0.0,0.0,1
21333,f,d,w,4.44,6.2,7.52,0
57031,f,d,a,10.59,5.12,19.3,0
39773,f,d,u,5.43,6.09,6.56,1
28881,t,d,u,7.46,5.43,8.45,1
39202,t,g,s,4.33,6.38,12.7,1
8816,f,l,w,6.03,7.89,10.94,0
27216,t,d,w,13.74,6.0,25.04,1
57710,f,d,s,3.86,0.0,0.0,1
15413,f,d,w,9.3,6.09,23.28,0
29861,t,d,u,3.64,4.33,5.75,0
24444,f,d,a,11.45,8.49,24.47,0
17407,f,d,u,7.89,6.94,28.71,0
37984,f,m,u,0.87,3.62,2.4,1
17369,f,m,s,7.11,7.78,30.05,0
40258,f,d,a,6.1,5.01,6.91,1
27698,t,d,a,6.68,6.78,9.97,1
12155,f,d,u,3.5,5.37,5.27,1
48545,f,d,a,16.09,17.6,77.1,0
50481,f,d,a,3.67,4.16,9.65,0
39004,f,d,a,2.82,3.94,4.7,1
37679,f,m,u,1.88,5.51,2.41,1
49563,t,d,a,5.21,5.55,12.16,0
35068,f,d,a,5.6,8.32,10.19,0
788,f,d,a,12.54,11.19,13.84,1
4382,f,l,u,2.29,5.88,3.12,0
58134,f,d,w,3.15,0.0,0.0,1
30420,t,d,u,14.01,6.99,19.41,0
51017,f,d,a,8.45,10.31,31.56,1
56916,f,d,a,7.51,4.72,17.44,0
55183,f,l,w,5.53,7.82,65.32,0
28174,t,d,a,7.04,4.44,11.99,1
56951,f,d,a,13.17,5.06,20.74,0
34309,f,g,a,1.96,8.42,3.88,1
12552,f,g,u,1.16,5.74,1.92,0
7375,f,g,u,3.31,3.38,8.39,1
33769,f,d,u,6.54,3.7,9.43,0
56586,f,d,a,5.47,0.0,0.0,1
40815,f,d,a,3.36,5.52,7.66,1
48204,f,d,u,6.43,8.4,8.09,1
7771,f,l,u,4.14,4.45,3.23,1
29932,t,d,a,2.92,4.12,5.88,0
40004,f,p,u,2.28,3.21,3.44,1
17219,f,d,a,6.11,6.23,12.35,1
24192,f,d,a,7.41,6.87,16.49,0
15707,t,d,a,7.71,4.37,13.94,1
25749,f,d,a,6.64,5.24,17.24,1
18723,f,m,a,4.12,3.62,6.41,0
2166,f,d,a,7.41,12.03,11.24,1
40255,f,d,w,6.82,4.75,6.78,1
17358,f,m,s,8.26,6.13,29.06,0
35849,f,d,a,3.79,3.94,5.43,1
19717,f,m,a,2.01,3.21,5.99,1
23208,f,d,a,7.83,6.98,25.53,1
52201,t,d,u,7.13,12.54,24.0,0
9626,f,l,a,0.88,2.93,1.46,1
37046,f,d,a,5.78,7.71,10.06,1
45263,f,d,a,2.97,7.2,3.45,0
5671,f,d,a,14.61,9.14,25.02,0
49483,t,d,a,7.37,10.15,18.37,0
50368,t,d,a,11.16,8.68,28.31,1
51842,f,d,u,14.39,15.16,34.16,0
39535,t,d,u,4.58,4.9,11.22,1
51886,f,d,a,18.19,14.89,33.09,0
28994,t,d,a,5.53,5.97,6.22,1
51010,f,d,a,7.02,8.51,26.78,1
56971,f,d,a,10.21,4.79,19.21,0
53000,f,d,u,8.84,7.26,13.04,0
29143,t,d,a,5.08,5.72,5.43,1
32493,f,g,a,3.54,3.54,2.42,1
51436,f,d,u,5.36,6.33,12.05,0
17936,f,g,a,7.15,7.14,12.58,0
35863,f,d,a,2.88,4.5,6.65,1
60236,f,d,u,12.64,4.16,26.82,1
49195,t,d,u,7.35,5.67,12.58,0
7738,f,d,u,4.38,6.81,5.06,1
26178,f,d,a,10.61,6.93,21.93,0
53049,f,d,a,8.64,7.61,13.42,0
17533,f,m,u,6.71,5.72,28.58,0
38258,f,d,a,7.46,10.73,16.68,1
2197,f,d,u,6.32,12.23,13.01,1
45350,f,d,a,3.12,6.47,2.77,0
21227,f,d,w,3.47,6.05,8.0,0
48416,f,d,u,14.24,14.84,65.59,0
60172,f,d,u,11.06,3.57,25.38,1
57931,f,d,w,3.39,0.0,0.0,1
21452,f,d,w,3.78,5.75,6.99,0
32825,f,g,a,3.15,2.79,2.38,1
3198,t,g,a,15.13,9.83,17.37,0
2470,f,d,a,6.82,12.28,12.4,1
55604,f,d,a,7.78,2.39,13.62,0
3478,t,g,u,14.45,9.43,16.68,0
32097,f,g,a,3.18,3.86,2.92,1
40988,f,d,u,5.31,5.23,5.88,1
53019,f,h,a,9.05,8.57,12.99,0
1025,f,d,u,12.25,11.1,13.93,1
10136,f,d,w,0.75,3.7,0.92,1
15898,f,d,u,5.55,5.68,10.39,0
28034,t,d,a,7.41,4.97,12.99,1
55314,f,l,a,5.26,7.94,49.5,0
23272,f,d,a,9.35,10.43,29.95,1
50154,t,d,a,10.64,7.17,26.4,1
1318,t,d,a,13.64,13.2,20.48,0
24686,f,d,u,8.95,7.22,20.48,0
25169,f,d,a,15.25,6.54,23.12,0
12031,f,l,a,3.58,6.05,6.49,1
19843,f,g,a,6.1,6.51,7.58,1
19467,f,h,a,3.1,3.07,5.72,1
40558,f,d,a,5.46,5.12,7.64,1
35071,f,d,a,5.73,8.24,9.13,0
18939,f,g,w,4.41,4.05,6.48,0
41596,f,d,a,12.67,13.51,25.67,1
22481,t,d,a,6.53,7.35,14.33,0
58114,f,d,s,3.62,0.0,0.0,1
29489,t,d,a,2.54,2.78,5.75,1
17136,f,d,a,4.33,3.81,9.75,1
40249,f,d,a,6.08,4.87,6.55,1
53223,f,g,a,6.36,5.65,11.17,0
28439,t,g,u,16.83,5.03,24.8,1
25438,f,d,u,7.36,6.29,18.39,1
11333,f,d,a,1.79,5.39,1.54,0
42240,f,g,a,6.12,6.17,12.87,0
55843,f,d,u,8.59,4.53,24.99,0
43528,t,l,a,9.63,8.82,17.49,0
41842,f,h,s,1.37,4.23,1.47,1
53724,f,d,a,15.71,5.95,33.96,1
18559,f,d,a,8.44,6.82,17.05,1
50161,t,d,a,9.66,5.39,17.96,1
29170,t,d,u,5.37,7.4,7.21,1
3187,t,d,a,14.05,9.36,17.04,0
17140,f,d,a,5.99,5.67,13.53,1
59487,f,d,u,4.78,5.75,33.4,1
43823,f,g,s,10.77,16.51,11.85,0
55422,f,d,a,10.0,2.65,15.96,0
50556,f,d,a,3.11,4.69,10.4,0
9563,f,d,a,1.07,2.73,1.42,1
36384,f,d,a,4.5,6.88,6.09,1
24638,f,d,u,11.01,8.78,24.69,0
39957,f,p,u,2.09,3.76,3.64,1
30028,t,d,u,8.02,7.26,13.42,1
58014,f,d,s,2.88,0.0,0.0,1
42303,f,g,u,7.06,6.11,13.46,0
56697,f,d,a,4.67,0.0,0.0,1
38471,f,h,a,9.78,9.28,15.29,1
31380,f,d,a,7.96,7.03,9.78,0
15808,t,d,u,5.53,3.61,12.87,1
14037,f,d,u,8.26,14.92,7.95,1
49095,t,d,u,7.18,6.57,12.47,0
13420,f,h,u,1.5,2.62,2.7,1
46052,f,d,u,1.3,5.35,2.66,0
35093,f,g,s,4.78,8.25,8.19,0
15504,f,d,w,9.82,6.39,24.9,0
33417,f,d,u,12.06,8.14,17.78,1
36527,f,d,s,4.53,9.05,8.83,1
45455,f,d,s,4.26,7.09,3.69,0
21702,f,d,w,7.14,6.14,15.95,0
23431,f,d,a,4.59,3.95,6.93,1
3947,f,g,a,2.99,5.97,3.78,1
20774,f,m,u,4.28,5.0,7.17,0
15372,f,d,w,11.26,6.06,24.3,0
46933,f,d,u,3.66,6.27,5.97,0
31717,f,d,a,6.49,5.43,9.46,0
14346,f,d,w,5.72,6.09,5.48,0
55696,f,d,w,12.49,2.52,16.68,0
38924,f,d,a,2.33,3.61,4.97,1
26147,f,d,a,10.92,5.88,25.61,0
60059,f,d,u,5.08,3.0,21.09,1
34170,f,d,w,7.86,4.52,9.52,1
50019,t,d,a,13.39,9.25,27.07,1
26626,f,d,u,8.77,6.83,12.89,1
37412,f,m,a,3.16,5.06,6.66,1
35472,f,d,u,6.77,8.49,10.7,1
19868,f,m,u,4.91,6.53,7.3,1
28280,t,l,u,9.28,4.92,23.14,1
5173,f,l,a,8.53,7.32,18.98,0
43720,t,d,a,10.6,9.38,18.77,0
23297,f,d,a,9.94,10.7,31.78,1
48072,f,d,a,7.84,9.46,8.39,1
60527,f,d,s,6.21,5.82,20.32,0
53170,f,g,a,6.91,7.61,12.17,0
31439,f,d,u,7.55,6.25,10.34,0
30882,t,d,u,8.06,4.95,11.93,1
15247,f,d,w,8.06,5.73,23.27,0
646,f,d,u,7.8,8.92,15.9,1
3728,f,m,a,3.54,5.0,3.58,1
41718,f,h,u,1.46,4.74,1.35,1
5255,f,d,a,5.8,7.54,19.44,0
56089,f,d,u,5.5,4.06,23.32,0
15927,f,d,u,5.63,5.13,10.77,0
45663,f,d,u,0.71,2.1,1.41,0
40073,f,p,a,2.51,3.69,3.42,1
25265,f,d,a,11.45,5.5,20.62,0
7968,f,l,a,2.99,4.0,3.01,1
43491,t,l,a,10.18,8.58,16.93,0
51395,f,d,a,4.89,5.53,12.5,0
52088,t,d,a,7.39,11.98,26.04,0
55758,f,d,a,11.19,2.34,16.54,0
16020,f,d,a,6.07,4.86,9.73,0
59933,f,d,a,2.72,3.7,15.9,1
57818,f,d,u,4.11,0.0,0.0,1
60045,f,d,s,9.71,2.83,23.5,1
21852,f,d,a,7.49,6.61,16.34,0
50237,t,d,u,9.74,6.87,22.35,1
48528,f,d,u,22.68,17.32,68.65,0
9328,f,g,a,3.6,4.06,3.22,0
54847,f,d,a,3.73,6.34,7.62,0
10834,f,d,u,2.48,5.01,1.81,1
12383,f,h,u,1.53,5.83,1.88,0
12740,f,d,a,0.65,3.31,0.65,1
29264,t,d,u,6.61,6.16,6.01,1
4696,f,d,u,2.54,5.88,5.23,0
51193,f,d,u,4.48,4.42,11.12,0
19352,f,g,u,4.21,6.16,7.96,1
43758,t,d,a,9.14,9.28,17.28,0
59518,f,p,u,3.15,5.61,27.26,1
40518,f,d,w,7.78,5.14,6.32,1
24557,f,d,a,11.23,8.46,22.31,0
2367,f,d,a,6.95,12.76,13.09,1
11170,f,d,u,2.56,7.84,2.45,1
1239,t,d,u,8.71,11.2,16.76,0
23956,f,d,a,3.76,4.62,6.52,1
16127,f,d,u,5.6,4.07,9.29,0
25454,f,d,a,6.6,5.87,17.42,1
25379,f,d,u,16.73,6.67,24.1,0
10628,f,d,u,2.41,4.98,2.19,1
31903,f,g,a,4.84,4.47,3.76,1
8322,f,d,u,3.84,8.59,4.28,1
42290,f,m,a,4.94,4.74,11.16,0
51724,f,d,a,18.44,16.12,35.63,0
41220,f,d,u,4.64,4.95,6.1,1
13274,f,g,a,0.76,4.24,1.01,1
7661,f,d,u,4.82,5.57,4.81,1
42597,f,w,u,4.88,4.01,11.72,0
1493,f,d,u,10.08,11.36,17.01,1
48189,f,d,u,7.57,8.18,9.34,1
19757,f,m,a,2.95,3.66,6.27,1
23933,f,d,a,3.42,4.21,5.12,1
37098,f,d,a,4.49,6.65,7.73,1
47060,f,g,u,1.47,5.13,2.49,1
43222,t,d,a,9.16,10.06,17.51,1
54293,f,h,u,5.01,3.64,6.47,1
57295,f,d,w,1.48,4.1,1.57,1
31621,f,d,a,7.31,6.77,11.01,0
10478,f,d,s,4.47,5.75,4.04,0
38899,f,d,a,3.72,4.36,4.99,1
53814,f,d,a,12.55,4.88,24.4,1
9599,f,l,u,1.06,3.28,1.53,1
46841,f,d,u,2.43,5.53,6.58,0
49815,t,d,a,15.23,11.58,36.57,1
52598,t,d,u,7.95,6.87,17.92,0
14366,f,d,w,7.55,7.68,6.7,0
13061,f,g,a,0.69,4.22,1.08,1
52151,t,d,a,7.01,12.57,26.55,0
48521,f,d,a,17.33,14.18,68.83,0
12704,f,g,a,1.41,5.49,1.53,0
34640,f,m,s,2.18,6.6,3.21,1
47020,f,g,a,1.56,5.24,2.51,1
8581,f,l,a,5.56,6.66,10.61,0
12789,f,d,u,0.6,3.57,0.67,1
41199,f,d,a,5.46,4.89,5.9,1
11006,f,d,a,2.41,6.31,2.15,1
31172,f,d,w,8.57,7.88,10.31,0
21063,f,m,u,3.33,5.41,6.2,1
24191,f,d,a,8.12,6.54,16.34,0
24234,f,d,u,8.13,7.6,21.79,0
46128,f,d,u,1.55,5.1,2.41,0
106,f,d,w,15.31,16.19,17.04,1
33589,f,g,a,5.78,3.32,7.39,0
19111,f,g,u,4.78,6.26,8.65,1
46300,f,d,a,4.43,6.54,3.96,0
11684,t,h,u,1.0,5.19,0.98,0
8365,f,l,u,3.9,8.67,4.23,1
51859,f,d,a,14.7,16.65,36.18,0
49752,t,d,a,6.78,7.41,14.08,0
28109,t,d,u,7.63,4.4,12.21,1
10395,f,d,u,3.68,5.39,2.75,0
4703,f,d,w,2.58,6.78,5.22,0
5571,f,d,w,9.1,6.76,20.21,0
11115,f,d,a,2.33,6.57,2.37,1
41494,f,d,u,8.59,11.68,23.03,1
20983,f,m,a,3.17,4.93,5.49,1
53421,t,h,u,10.12,6.03,15.6,1
15676,t,d,u,7.21,7.05,16.82,1
17633,f,m,u,7.19,5.55,23.72,0
49162,t,d,u,7.62,6.21,12.33,0
25921,f,d,a,5.38,3.06,12.53,1
39910,f,p,a,3.13,4.01,3.59,1
47108,f,g,a,1.68,5.67,2.58,1
7212,f,g,a,2.87,3.28,7.4,1
53886,f,d,u,19.99,6.69,31.42,1
44762,f,d,a,7.91,14.19,16.94,1
14678,f,d,s,4.43,5.29,4.08,0
42825,t,m,u,14.45,9.25,17.36,0
8434,f,d,a,2.75,7.5,3.7,1
27063,t,d,u,9.65,5.83,24.26,0
11438,f,l,u,1.45,4.75,1.36,0
37171,f,g,a,4.14,6.29,7.87,1
56391,f,d,a,8.73,1.4,12.3,1
20645,f,g,w,3.07,4.15,5.91,0
320,f,d,w,16.69,17.0,17.45,1
13002,f,d,u,0.61,3.46,0.82,1
5211,f,l,w,11.87,8.02,20.01,0
9377,f,g,a,4.02,4.78,2.86,0
27310,t,d,w,15.25,6.5,32.05,1
26180,f,d,w,10.58,5.27,18.35,0
17415,f,m,u,8.95,6.82,29.09,0
6980,f,d,u,3.87,5.61,6.93,0
52723,t,d,a,9.85,9.79,19.6,0
4879,f,d,a,2.74,5.78,4.1,0
936,f,d,u,11.96,10.52,14.07,1
3631,f,d,a,3.24,4.38,3.29,1
942,f,d,u,11.9,10.86,15.9,1
2242,f,d,u,6.71,13.5,11.86,1
47145,f,g,a,1.58,4.72,2.62,1
35036,f,d,a,3.45,8.22,8.85,0
13631,f,d,a,1.49,1.81,2.42,1
12126,f,l,u,3.56,6.2,5.14,1
51631,f,d,u,19.64,17.52,35.28,0
47920,f,g,u,3.24,8.5,5.04,1
1835,f,d,a,5.38,5.85,11.73,0
8034,f,l,a,2.45,3.65,2.45,1
20894,f,m,a,3.38,4.81,6.14,1
17886,f,d,u,8.3,7.58,15.02,0
60493,f,d,s,5.35,5.8,19.26,0
55053,f,d,a,4.62,6.78,8.72,0
24800,f,d,a,7.12,4.52,16.0,0
55344,f,d,a,4.83,6.2,37.39,0
40974,f,d,u,7.28,5.96,6.91,1
33494,f,d,a,11.69,8.63,18.32,1
21028,f,d,u,3.2,5.24,6.69,1
26742,f,d,u,7.88,7.03,11.48,1
24855,f,d,a,7.85,4.25,15.14,0
18105,f,m,a,7.96,6.37,10.76,0
20829,f,d,a,2.57,4.91,6.58,1
22141,f,d,u,3.93,4.92,10.16,0
15805,t,d,u,6.99,4.86,14.16,1
61044,f,d,a,1.34,4.01,6.29,1
26238,f,d,w,10.53,7.7,26.9,0
27171,t,d,a,10.33,5.26,23.7,0
19639,f,m,a,2.55,2.84,5.44,1
29199,t,d,u,3.25,5.59,6.36,1
36975,f,d,a,5.54,7.9,9.42,1
9801,f,d,u,0.98,2.78,1.41,1
32808,f,g,u,2.78,3.34,2.33,1
15394,f,d,a,12.44,7.29,26.59,0
11276,f,d,u,2.58,6.57,2.43,1
8580,f,l,w,5.11,5.98,8.88,0
30330,t,d,a,10.35,7.81,17.73,1
55481,f,d,a,10.96,2.3,13.8,0
44547,f,d,a,7.53,14.65,16.88,1
30017,t,d,u,8.91,7.95,15.26,1
29342,t,d,a,3.0,3.4,6.3,1
36729,f,d,a,5.88,8.48,10.21,1
11238,f,d,a,2.59,7.52,2.43,1
52875,t,d,u,8.83,8.22,18.34,0
5581,f,g,w,9.51,7.64,20.83,0
39345,t,d,u,4.43,5.85,11.76,1
23556,f,d,u,3.59,4.52,7.26,1
53154,f,h,a,8.64,6.3,11.96,0
42474,f,w,a,5.99,4.87,11.93,0
15072,f,d,a,9.06,9.71,15.3,0
25767,f,d,u,8.79,6.51,18.1,1
28875,t,d,a,7.1,5.45,8.57,1
4741,f,d,w,2.24,6.21,4.64,0
21461,f,d,a,3.38,5.77,6.98,0
17989,f,g,a,8.38,7.66,14.65,0
7856,f,l,u,3.45,4.46,3.14,1
16191,f,d,u,6.9,5.57,10.44,0
48571,f,d,a,21.72,12.84,68.25,0
19268,f,g,u,4.4,5.67,6.32,1
45245,f,d,u,3.19,6.15,2.86,0
17064,f,d,a,5.46,5.21,14.08,1
20988,f,d,u,2.85,5.13,6.03,1
28619,t,d,u,5.42,5.49,8.76,1
7246,f,g,a,3.04,2.69,8.21,1
52164,t,d,u,8.24,12.77,27.81,0
2609,f,d,u,5.63,12.73,12.78,0
52045,t,d,u,9.15,13.4,27.13,0
12646,f,d,a,1.39,6.01,2.03,0
35012,f,d,a,3.95,7.36,7.03,0
17961,f,g,u,8.3,7.63,14.88,0
7121,f,g,a,3.43,2.96,7.2,1
7956,f,l,u,3.26,4.37,2.92,1
1915,f,d,u,6.56,5.6,11.26,0
58431,f,d,u,54.4,9.73,53.97,0
46215,f,g,w,1.51,5.67,2.82,0
44402,f,g,w,5.75,10.71,12.44,1
16041,f,d,a,5.66,3.84,9.23,0
38116,f,g,a,1.22,3.5,2.44,1
49391,t,d,u,8.91,6.41,13.43,0
7311,f,g,a,2.72,3.68,8.47,1
49820,t,d,u,13.66,9.15,26.43,1
6459,f,l,a,5.96,4.84,8.48,0
20920,f,g,a,2.87,5.57,6.36,1
51850,f,d,a,14.05,13.95,33.45,0
6746,f,l,a,4.43,6.59,7.18,0
25954,f,d,a,4.36,3.31,13.45,1
25452,f,d,a,6.51,5.7,17.73,1
8948,f,d,a,9.02,9.34,9.74,1
49464,t,d,a,6.04,7.56,16.2,0
12167,f,l,a,3.17,5.17,4.92,1
43748,t,d,a,10.17,8.84,17.19,0
11509,f,l,a,1.8,5.64,1.74,0
3735,f,m,a,3.0,4.03,3.45,1
16854,f,d,a,8.23,8.8,13.48,0
55640,f,d,w,8.4,2.26,15.17,0
18811,f,g,w,3.17,3.94,6.54,0
31726,f,d,a,5.35,5.41,9.71,0
32546,f,g,u,3.46,4.06,2.66,1
27028,t,d,a,13.17,6.24,24.77,0
12912,f,d,u,0.63,3.31,0.7,1
23195,f,d,a,10.63,12.04,30.38,1
18369,f,d,a,9.4,7.27,18.93,1
31161,f,d,w,7.09,5.25,8.72,0
9036,f,d,a,9.62,9.96,10.9,1
2828,f,d,u,19.6,27.46,22.04,0
32087,f,g,a,3.93,3.96,3.46,1
48407,f,d,a,20.74,18.02,60.59,0
32372,f,g,u,4.17,5.96,4.78,1
13134,f,g,a,0.86,4.59,1.07,1
24637,f,d,a,9.12,5.98,15.06,0
4711,f,d,u,2.15,6.0,4.45,0
7979,f,l,a,3.31,4.69,2.82,1
56691,f,d,a,3.66,0.0,0.0,1
44222,f,g,w,6.69,7.94,12.34,1
58755,f,d,w,15.62,4.07,34.99,1
49322,t,d,a,7.03,5.42,11.6,0
6600,f,h,u,6.93,5.63,8.6,0
8039,f,l,a,3.28,4.87,3.19,1
24822,f,d,u,5.71,4.7,15.22,0
40943,f,d,a,3.45,4.93,7.42,1
22087,f,d,u,3.27,3.36,10.44,0
60853,f,d,a,1.18,3.46,5.61,1
1547,f,d,a,6.52,11.18,15.07,1
34002,f,d,a,7.15,4.94,10.29,1
51282,f,d,a,4.15,4.07,10.22,0
26602,f,d,a,8.15,7.24,12.19,1
5494,f,g,a,8.97,7.55,20.0,0
23172,f,d,a,11.53,13.42,34.75,1
7335,f,g,u,2.98,2.96,7.61,1
21513,f,d,w,4.31,6.03,9.09,0
42478,f,w,u,5.27,3.24,11.13,0
39406,t,d,a,5.32,8.15,13.15,1
11110,f,d,u,2.52,8.58,2.67,1
57596,f,d,s,3.9,0.0,0.0,1
52593,f,d,a,6.97,8.4,15.97,0
30800,t,d,a,8.09,4.49,11.88,1
27884,t,d,a,5.99,7.01,9.8,1
39804,f,d,a,6.04,6.61,7.05,1
6827,f,l,u,4.72,6.06,7.52,0
21407,f,d,w,4.19,6.03,7.28,0
55040,f,d,a,4.42,6.89,8.49,0
48102,f,d,a,7.55,7.56,7.48,1
18013,f,g,a,8.23,6.26,10.99,0
20195,f,d,a,5.5,5.63,10.92,0
51561,f,d,u,21.68,16.22,36.28,0
29876,t,d,u,3.92,4.86,6.32,0
43174,t,g,u,8.08,8.71,14.66,1
